Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Secret Power,At-Will,2,Normal,2d6+10 ,Spec,"4, 1 Target, Environ","Secret Power's effect depends on Environ. SecretPower's effect activates on 17+."
Secret Sword,At-Will,2,Fighting,2d8+10 ,Spec,"Melee, 1 Target","When calculating damage, the target subtractstheir Defense from Secret Sword's damage instead oftheir Special Defense. Secret Sword is still otherwiseSpecial ( Special Evasion is used to avoid it, Mirror Coatcan reflect it, etc. )."
Sediment Smack,Sediment Smack,2,Rock,2d6+10 ,Phys,"Melee, 1 Target","None. (considered a fist move)"
Seed Flare,Scene,5,Grass,3d12+10 ,Spec,"6, Ranged Blast 3","All Legal Targets have their Special Defenselowered 1 Combat Stage."
Seed Storm,Scence x2,4,Grass,2d10+10 ,Spec,"Range 4 , 1 target","On 18+ , plant a seed into the target that steals 1 tick of hit points every turn. If weather issunny the move gain +2 AC and the seed is planted on 15+. If weather is rainy , the move cannotplant a seed but crits on 15+."
Seismic Blade,TBD,TBD,Ground,TBD,Phys,"TBD","The foe is slashed with a tectonic blade. High Crit ratio."
Seismic Fist,TBD,TBD,Ground,TBD,Phys,"TBD","A ground-breaking punch. 20% chance to drop Def."
Self-Destruct,Daily,2,Normal,6d12+35 ,Phys,"Burst 3","The user's Hit Points are set to -50% of their fullHit Point value. This Hit Point loss may not be preventedor reduced in any way. The user's loyalty toward itstrainer may be lowered."
Serpent Swipe,EOT,2,Dragon,2d8+10 ,Phys,"Line 3","Serpent Swipe Flinches on 17+."
Sever Fear,At-Will,2,Dark,2d6+8 ,Spec,"4 , 1 Target","Sever Fear flinches on 16+."
Shadow Fangs,EOT,3,Ghost,2d6+10 ,Phys,"Melee, 1 Target","Shadow Fangs curses the target on a roll of 19+"
Shadow Force,Daily x3,2,Ghost,3d12+10 ,Phys,"","Melee, 1 Target, Set-Up"
Shadow Hammer,TBD,TBD,Ghost,TBD,Phys,"TBD","The user forms a part of their body into a hammer and strikes."
Shadow Specter,Scene x2,3,Ghost,3d8+10 ,Spec,"6, 1 Target","On 13+ , target is trapped in a shadow realm, preventing him to use non damaging moves (whiletrapped cannot shift for 3 rounds) . On 19+ , target Sp. Def is lowered by 1."
Sheer Cold,Daily,6,Ice,3d12+10 ,Spec,"4, 1 Target, Execute","When calculating Weakness and Resistance forSheer Cold, Water-Typed targets calculate damage as ifWater was weak to Ice. This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Shelter,,Scene,Steel,,Status,"Self","The user gains +1 CS in Defense and SpecialDefense, and +2 Evasion."
Shield Breaker,Scence x2,8,Light,,PhsyicalDamage Base,"Melee, 1 Target, Smite","Light Screen,Reflect,Aurora Veil etc may not be activated in"
Shimmer,2x Daily,/,Light,,Status,"","Blind the selected target by a shower of sparkles. Blind targets in the area around thetarget on17+"
Shining Comet,Scence x2,2,Light,,,"Blast 3, Set-Up","If the weather is not Shining terrain, the user's turn ends. If the weather is Shining"
Shining Fangs,At-Will,3,Light,,,"Melee, 1 Target","Light Fang blinds or Flinches on 18-19 during Accuracy Check; flip a coin to determine"
Shining Nova,EOT,2,Light,,,"8, 1 Target, Aura","Shining Nova DB 8 blinds the target on 18+"
Shining Ray,EOT,3,Light,,,"Line 5","None"
Shining Storm,EOT,2,Light,,Spec,"Burst 1, Spirit Surge","After Shining Storm Force is resolved, you maycreate Light Terrain in a Blast 7, centered on theuser, that lasts for 5 turns. Any creatures in thosespaces are affected as if by the Field Move LightTerrain, rather than any other Field Move. This Effectmay trigger only once per Scene."
Shining Terrain,Daily x2,/,Light,,Status,"","The area becomes Shining (light terrain) for 5 turns. WhileShining, all pokémon and Trainers standing on theground gain +1 accuracy,and Ghost % Dark-type attacks targeting or originating froma grounded pokémon or Trainer take a -10 Penalty toDamage Rolls."
Shocking Edge,TBD,TBD,Electric,TBD,Phys,"TBD","Not done yet."
Shocking Jab,TBD,TBD,Electric,TBD,Phys,"TBD","Not done yet."
Showtime,TBD,TBD,Psychic,TBD,STATUS,"TBD","Sets the stage with a Magic Room then bows out."
Sizzly Slide,TBD,TBD,Fire,TBD,Phys,"TBD","User cloaked in fire charges. Leaves the foe with a burn."
Skyfreeze,Scene x2,4,Ice,2d10+10 ,Spec,"6, 1 Target","On 15+ , user coats itself in a Protective Ice, healing 1 tick of hit points each turn for 5turns."
Smashin' Realities,TBD,TBD,Dark,TBD,Phys,"TBD","smashes the realities around it. Removes weather and terrain"
Smashing Pumpkins,TBD,TBD,Grass,TBD,Phys,"TBD","Smashes the foe with a seed-filled pumpkin."
Smite,At-Will,2,Light,,,"Melee, 1 Target","Once per Scene, this move gains +2 to its Damage Base for each fainted Pokemon in the"
Smolder Bash,TBD,TBD,Fire,TBD,Phys,"TBD","A scorching jab that has a 10% chance to burn."
Snowscape,Daily x2,/,Ice,,Status,"Field, Weather","The weather changes to Snowy for 5 roungain +5 Damage Reduction"
Soil Drain,TBD,TBD,Ground,TBD,Spec,"TBD","Heals 50% damage done."
Solar Blast,Scene x2,2,Light,3d12+10 ,Spec,"","Line 6, 1 Target, Set-Up"
Solar Force,Scence x2,2,Light,,,"Burst 2, Groundsource,","Damage up to Base 9 during sunny weather."
Solar Laser,Scence x2,6,Light,,,"6","Damage Base +2 Under the sun"
Solar Sword,Scence x2,4,Light,,,"Melee,1 Target","The target is burnt on 18+."
Solar Therapy,Daily x2,/,Light,,Status,"","The user regains Hit Points equal to half of its full Hit Point value. If it is Lightfield, theuser gains 2/3 of its full Hit Point value. If it is Darkness field or at night the user gains1/4 oftheir full Hit Point value"
Soothing Light,Scence x2,2,Light,,Status,"","Lowers ATK and SPD of target by 1 combat stage"
Sour Strike,At-Will,3,Grass,2d8+10 ,Phys,"Melee, 1 Target, Smite",""
Spacial Rend,Daily x2,3,Dragon,3d8+10 ,Spec,"10, 1 Target","Spacial Rend is a Critical Hit on Even-NumberedRolls."
Sparkling Barrage,TBD,TBD,Psychic,TBD,Phys,"TBD","Hits 3 Times with light rays."
Sparkling Flare,EOT,2,Light,,,"Burst 1, Spirit Surge","After Sparkling Flare has resolved, the user"
Sparkling Spin,EOT,/,Fairy,,Phys,"","Rapid Spin destroys all Hazards within 5meters, removes Leech Seeds, and removes the user'sTrapped or Stuck status."
Sparkly Swirl,TBD,TBD,Fairy,TBD,Spec,"TBD","Wrap foe with whirlwind of scent. Heals party's status."
Spatial Rupture,EOT,4,Psychic,3d8+10 ,Spec,"Range 6 , 1 target","On 17+ , user can't shift for 3 rounds"
Spectral Blade,EOT,/,Ghost,2d10+10 ,Phys,"Melee, 1 Target","Spectral Blade cannot misss."
Spectral Serenade,TBD,TBD,Ghost,TBD,USE_HIGHEST_OFFENSE,"TBD","Not Implemented."
Spectral Thief,Scene,2,Ghost,2d10+10 ,Phys,"Melee, 1 Target","Before rolling damage, transfer all CombatStages on the target to the user."
Spine Breaker,TBD,TBD,Rock,TBD,Phys,"TBD","The foe is struck fearsomely on the back. 30% chance to paralyze."
Splishy Splash,TBD,TBD,Water,TBD,Spec,"TBD","A huge electrified wave that may paralyze the foe."
Spook,At-Will,2,Ghost,1d8+6 ,Spec,"4, 1 Target","Lower the target's Special Defenseby -1 Combat Stage on 18+"
Spoon Bend,Scene x2,2,,,Spec,"8, 1 Target","Spoon Bend is super effective against Steel-types."
Springtide Storm,Scene,5,Fairy,3d8+10 ,Spec,"6, Ranged Blast 3, Smite","If the user is not in Therian Forme, the user haseach of its stats raised by +1 CS on a 16+. If the user isin Therian Form, the target has each of its statslowered by -1 CS on a 16+."
Squall Hammer,TBD,TBD,Flying,TBD,Phys,"TBD","Hammers the foe with winds that might remove hazards."
Squeaky Hammer,TBD,TBD,Fairy,TBD,Phys,"TBD","The user hits the opponent with an cute sounding attack."
Star Crash,TBD,TBD,Fairy,TBD,Phys,"TBD","33% recoil damage."
Star Daze,EOT,2,Light,,,"5m, 1 Target, Spirit Surge","After Star Daze has resolved, the user"
Starburst,TBD,TBD,Normal,TBD,Phys,"TBD","The user crashes a large star onto the opponent. May flinch."
Steam Eruption,Scene,3,Water,3d10+10 ,Spec,"Close Blast 3, Smite","Steam Eruption burns all legal targets on a 15+."
Steel Cutter,EOT,2,Steel,2d8+10 ,Phys,"Melee, 1 Target","On 17+ , Steel Cutter is a critical hit. This move Uses the highest of ATK or SP. ATK of user tocalculate damage (damage is still physical)."
Steel Surge,Scene x2,4,Steel,1d8+6 ,Phys,"4m,1 Target","Set 8 square meters of Steel Spikes within Target range,all 8 meters must be adjacent with at least one otherspace of Steel Spikes. Steel Spikes cause terrain to count as SlowTerrain, and a grounded foe that runs into the hazardswill lose a Tick of Hit Points and become Slowed untilthe end of their next turn."
Strobe,At-Will,2,Light,,,"Range 6, 1 Target","Strobe DB 5 confuses the target on 19+."
Struggle,TBD,TBD,Normal,TBD,Phys,"TBD","Used only if all PP are gone. Also hurts the user a little."
Sugar Rush,At-Will,2,Fairy,1d8+8 ,Phys,"Melee, 1 Target, Dash","Raise the user's Speed 1 Combat Stage."
Summer Flourish,Scene,/,Grass,,Status,"Self","Effect:The user may not shift this round. The user may create as many squares of Rough Terrain as itwants within a Burst 3 as plants burst through the ground, regardless of the surface material. If theweather is sunny or light terrain is on the field , apply set up effect immediately instead of nextturn. Resolution Effect:The user raises its Special Attack, Special Defense, and Speed by 2 Combat Stages:"
Sunsteel Strike,Scene x2,2,Steel,3d8+10 ,Phys,"Close Blast 2","This Move ignores any Abilities that wouldcause it to fail or miss, such as Dodge or WonderGuard; those Abilities cannot be activated in responseto Sunsteel Strike."
Supercell Slam,TBD,TBD,Electric,TBD,Phys,"TBD","Tackles with its shock body. Hurts on miss."
Supersonic Shot,TBD,TBD,Flying,TBD,Phys,"TBD","Not done yet."
Surging Strikes,TBD,TBD,Water,TBD,Phys,"TBD","Mastering the Water style, strikes with 3 critical hits."
Sweet Blast,At-Will,3,Grass,2d6+8 ,Spec,"Range 4, cone 2",""
Tachyon Cutter,TBD,TBD,Steel,TBD,USE_HIGHEST_OFFENSE,"TBD","Launches particle blades at the target twice in a row."
Take Flight,TBD,TBD,Flying,TBD,Spec,"TBD","Blasts the foe with wind and takes to the sky."
Take Heart,Daily x2,/,Psychic,,Status,"Self","The user gains +1 CS in all its stats and cures allof its Status conditions."
Talon Shred,Scene x2,3,Flying,2d8+10 ,Phys,"Melee, Dash","Talon Shred Flinches the target on 15+."
Tangling Husk,TBD,TBD,Grass,TBD,STATUS,"TBD","Slows attackers while avoiding damage from non-Fire moves."
Techno Blast,Scene,2,Normal,3d12+10 ,Spec,"6, Ranged Blast 2","Techno Blast's Type can be any Type whileholding the appropriate Drive item or Plate item."
Tectonic Fangs,TBD,TBD,Ground,TBD,Phys,"TBD","User inserts its ground shaking fangs. 10% chance to flinch."
Tera Blast,EOT,2,Normal,2d8+10 ,See Effect,"8, 1 Targetull becomes Fighting-Type if the user is CombatWater-Type if the user is Aqua Breed.Pokemon that has not yet been recalled or 1etting them to 20 Hit Points. Move FrequenciesPoints, then the user is replaced by anotherint loss cannot be prevented in any way. Thewhich has Hit Points equal to 1/4th of the user'sove or attack, instead the Substitute gets hit.bstitute. The Substitute is immune to Statuscial or Sonic keywords completely ignore andbeen destroyed, the replacement may be hit ass less than 1/4 of their full Hit Points. Shed Tailed.",""
Tera Starstorm,TBD,TBD,Normal,TBD,USE_HIGHEST_OFFENSE,"TBD","Strikes both foes with a rain of crystals."
Terror Charge,TBD,TBD,Dark,TBD,Phys,"TBD","A frightening headbutt that may bleed or fear."
Terror Locks,TBD,TBD,Ghost,TBD,Phys,"TBD","Cut the foe with long, black hair."
Thousand Arrows,Scene,2,Ground,2d10+10 ,Phys,"6, 1 Target","When calculating Weakness and Resistance forThousand Arrows, Flying-Typed targets calculatedamage as if Flying was neutral to Ground. ThousandArrows ignores the Levitate ability. The target isknocked down to ground level, and loses all Sky orLevitate Speeds for 3 turns. During this time, they maybe hit by Ground-Type Moves even if normallyimmune."
Thousand Waves,Scene,2,Ground,2d10+10 ,Phys,"Burst 1, Groundsource","Legal Targets are Trapped for 2 rounds."
Thunder Cloud,Scene x2,4,Electric,2d10+10 ,Spec,"8, Ranged Blast 2, Spirit Surge","On 15+ sets tailwind for 2 turns for user's team ."
Thunder Edge,EOT,4,Electric,2d6+10 ,Phys,"Melee, 1 Target","Thunderous Edge Paralyzes the target on 18+"
Thunderclap,TBD,TBD,Electric,TBD,Spec,"TBD","Preempts the foe's attack with a flash of lightning."
Thunderous Kick,EOT,2,Fighting,2d10+10 ,Phys,"Melee, 1 Target","All legal targets hit lose 1 Defense CombatStage. Once per Scene, Thunderous Kick may insteadbe used as an Electric-Type Move."
Thungsten Armor,Daily,/,Steel,,Status,"Self, Interrupt","User becomes immune to critical hits and statues for 5 turns. Increases DEF and SP. DEF by 2combat stage"
Tidal Fortress,Daily x1,/,,,Status,"","For the next 3 turrns every time the user is hit by a move roll a die (20)From 2 to 10 user uses life dew on itself"
Time Ripple,Daily,/,Psychic,,Status,"Self, Interrupt","All allies arround the user are immune to move , objects and abilities that may change turnorder.Also for this turn the User may change the turn order without considering the initiatives."
Titanic Boost,Daily x1,/,Fighting,,Status,"Self,Interrupt","For the Next 5 turns user resist all physical moves 1 step further and his moves that make"
Torrent Fist,TBD,TBD,Water,TBD,Phys,"TBD","20% chance to drop speed. Iron Fist boost."
Toxic Needles,TBD,TBD,Poison,TBD,Phys,"TBD","Hits 2-5 times. 10% chance to poison."
Toxic Plunge,TBD,TBD,Poison,TBD,Phys,"TBD","Dives into a pool of poison then strikes on the next turn."
Toxic Sting,EOT,2,Poison,2d10+10 ,Phys,"Melee, 1 Target","Opponent is poisoned on 16+ , badly poisoned instead on 19+.Also if target is already poisoned itbecomes badly poisoned."
Toxic Thread,Scene x2,2,Poison,,Status,"6, 1 Target","The target is Poisoned and has their Speedlowered by 1 Combat Stage. If the target is alreadyPoisoned, they instead lose a Tick of Hit Points andhas their Speed lowered by 2 Combat Stages."
Trailblaze,At-Will,2,Grass,1d8+8 ,Phys,"Melee, 1 Target, Dash","Raise the user's Speed 1 Combat Stage."
Transmute,TBD,TBD,Psychic,TBD,Spec,"TBD","Strikes the foe, remaking the user's item on KO."
Trepidation,TBD,TBD,Poison,TBD,Spec,"TBD","The foe falls into despair and misses all Psychic moves."
Triple Arrows,EOT,2,Fighting,1d8+8 ,Phys,"4, 1 Target","Targets hit by Triple Arrows lose 1 CS in bothDefense and Special Defense.After attacking with Triple Arrows, hit or miss, theuser may Disengage 2m and attack a different targetwith Triple Arrows. This effect may be repeated asecond time, targeting a creature that has not beentargeted by either prior attack. Before making eachattack roll, the user can elect to give up triggering allremaining additional shifts and attacks. Triple Arrowsgains +1 Accuracy and +1 DB for each attack that isgiven up. Triple Arrows always benefits from theTechnician Ability.Once Daily, after all attacks with Triple Arrows havebeen resolved, the user becomes Pumped. WhilePumped, the user's Critical Range is extended by 2, or18+ if the Critical Range is not otherwise extended.Being switched will cause this effect to end."
Triple Tremor,TBD,TBD,Ground,TBD,Phys,"TBD","Strikes with three intensifying shockwaves."
Upper Hand,TBD,TBD,Fighting,TBD,Phys,"TBD","Deals damage and flinches if the target uses a prio. move."
V Formation,EOT,/,Flying,,Status,"Self","Raise the user's Defense Combat Stage and raisethe user's Speed 1 Combat Stage."
V-Create,Daily,5,Fire,6d12+25 ,Phys,"Melee, 1 Target, Smite","Lower the user's Defense, Special Defense, andSpeed by 1 CS each."
Veevee Volley,TBD,TBD,Normal,TBD,USE_HIGHEST_OFFENSE,"TBD","A reliable and strong Normal type attack. Uses best offense."
Venom Bolt,TBD,TBD,Poison,TBD,Phys,"TBD","Not done yet."
Verdant Edge,Scene x2,/,Grass,,Phys,"","If the move successfully hits the target, the user's Speed is increased by 1 Combat Stage.Additionally, if the user's HP is below half, this move gains +2 to its Accuracy Check."
Vertigo,At-Will,2,Psychic,2d6+10 ,Spec,"6, 1 Target","Vertigo Confuses the target on 15+."
Vexing Void,TBD,TBD,Dark,TBD,Spec,"TBD","A terrifying void engulfs the foe."
Viral Strike,TBD,TBD,Poison,TBD,Phys,"TBD","Slams the foe and transfers the user's status."
Vise Grip,TBD,TBD,Bug,TBD,Phys,"TBD","Grips the foe with large and powerful pincers."
Volcalith,Scene,5,Fire,2d8+10 ,Spec,"6, 1 Target","The target is put in a Vortex;"
Volt Bolt,TBD,TBD,Electric,TBD,Phys,"TBD","Not done yet."
Voltage Overload,Daily x2,/,Electric,,Spec,"","Effect:Voltage overload paralyzes on 17+. It also does super effective damage to Electric type pokemonsand additionally when used on an electric type pokemon:After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget.:"
Vortex Blaze,Daily,6,Fire,2d10+10 ,Spec,"4, 1 Target","The target is put in a Vortex;"
Wash Away,At-Will,2,Water,1d8+8 ,Phys,"Melee, 1 Target, Spirit Surge","Wash Away destroys all Hazards within 5meters, removes Leech Seeds, and removes the user'sTrapped or Stuck status. If Wash Away hits, the user'sresets negative stat changes ."
Wave Dash,At-Will,2,Water,1d8+8 ,Phys,"Melee, 1 Target, Dash","The user may make the DisengageManeuver as a Free Action either rightbefore or after using this Move."
Whirling Strikes,TBD,TBD,Flying,TBD,Phys,"TBD","Hits 3 times. Each hit does more damage."
White Punch,At-Will,2,Light,,,"Melee, 1 Target","White Punch blinds the target on 19+ during"
Wicked Blow,EOT,2,Dark,2d6+8 ,Phys,"Melee, 1 Target, Push","If Wicked Blow hits, it is a Critical Hit. Thetarget is Pushed 6 meters minus their Weight Class.On a roll of 15+, the target is also Tripped."
