Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Iron Coating,Scene x2,/,Steel,,Status,"Melee, 1 Target or Self; Coat, Versatile","The Target gains an Iron Coat. While a Combatant has an Iron Coat, they gain Damage Reduction equal to your Tick Value. Whenever the Target takes damage they reduce the DR gained this way -5 after Damage Calculations. The Coat is expended when the DR gained this way goes to 0 or lower."
Iron Defense_pte,EOT,/,Steel,,Status,"Self, Versatile","Raise the user's Defense by +2 CS and is cured of a Physical Affliction."
Iron Head_pte,EOT,3,Steel,2d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, they cannot apply Physical Evasion against this Attack. Smite"
Iron Jaw,EOT,3,Steel,2d8+10 ,Phys,"Melee, 1 Target, Bite","The Target loses -2 CS in Defense. On a roll of 17+, the Target becomes Wounded. Spirit Surge."
Iron Spikes,EOT,/,Steel,,Status,"6, Hazard, Swift Action","Choose 8 Spaces within the Range of this Attack to create Spike Hazards in, such that all 8 Spaces are Adjacent to at least one other Spike Hazard. Enemies that Trigger Spike Hazards created this way also become Wounded.

Spike Hazards - Spaces with Spike Hazards are treated as Slow Terrain. Any Enemy that passes through a Spike Hazard loses One Tick of Hit Points and cannot gain Hit Points or Temporary Hit Points until the end of the next Round."
Iron Tail_pte,Scene x2,3,Steel,3d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, the user may use their Defense as if it were the Offensive Stat for this Attack. If the user is Huge Sized, this Attack may also be used as if it were Close Blast 2. Smite"
Kinetic Strike,Scene x2,3,Steel,3d8+10 ,Phys,"Melee, 1 Target","Calculate the difference in Weight Class between the user and the Target. If the user is heavier by less than 3 WC, this has the Smite Keyword. If they're heavier by 3 or more WC, this has Sureshot and is a Critical Hit on 17+."
King's Shield_pte,Scene,/,Steel,,Status," Self, Shield, Trigger","If the user is hit by an attack, the user may use King’s Shield as a Standard Action + Reaction. The user is instead not hit by the Attack. You do not take any damage nor are you affected by any of the Attack’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Attack is lowered by -2 CS.  "
Magnet Bomb_pte,EOT,/,Steel,2d6+8 ,Spec,"8, 1 Target","Sureshot. *Grants Magnetic"
Magnetic Grip,Scene x2,4,Steel,2d8+10 ,Spec,"3, 1 Target","The Target becomes Trapped. On a roll of 17+, the Target becomes Slowed. If the Target has the Magnetic Capability this Effect Range is automatically triggered."
Magnetic Pulse,EOT,5,Steel,2d6+10 ,Spec,"8, 1 Target or Burst 1; Aura","All Steel Type Enemies within 3m of the Target become Slowed or Trapped. Spirit Surge. *Grants Magnetic"
Magnetic Storm,Scene x2,/,Steel,,Status,"Field, Versatile","The Field becomes Magnetic for the next 5 Rounds. While the Field is Magnetic, non Steel Type Enemies lose a Tick of Hit Points at the start of their Turn and Steel Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn."
Magnetic Surge,Scene x2,/,Steel,,Status,"Blessing, Versatile","Blessing - Any user affected by Magnetic Surge may activate it as a Free Action when using a Steel Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Magnetic Surge may be Activated 3 times and then disappears. "
Make It Rain_pte,Scene,7,Steel,2d6+10 ,Spec,"7, Ranged Blast 5","Upon Declaration of this Attack, roll 3d10. For each result that is 7 or above, apply the following. 
1+ - This has the Smite Keyword
2+ - This has the Friendly Keyword
3+ - This has the Sureshot Keyword"
Metal Burst_pte,Scene x2,/,Steel,,Phys,"Burst 1,Trigger","Metal Burst can only be used as a Standard Action + Reaction when the user is hit by a Damaging Attack. The Damage Base of this Attack is equal to the Triggering Attack. The user may use their Defense as if it were the Offensive Stat for this Attack. Sureshot"
Metal Claw_pte,At-Will,5,Steel,1d8+6 ,Phys,"Melee, Pass","On a Roll of 18+, the Target becomes Wounded. If the Pass Keyword wasn't Activated, this has the Smite Keyword."
Metal Sound_pte,EOT,5,Steel,,Status,"Burst 1, Sonic, Versatile","All Targets have their Special Defense lowered by -3 CS. When this Attack hits, all Targets also become Dazed. Friendly."
Metal Swipe,EOT,3,Steel,2d6+8 ,Phys,"Melee, 1 Target","If the user's Weight Class is 3 or lower, Metal Swipe has the Priority and Pass Keyword. If the user's Weight Class is 4 or higher, Metal Swipe gains the Smite Keyword and may be used as if it were Close Blast 2. "
Metallurgy,Scene x2,/,Steel,,Status,"Self, Coat, Versatile","The user gains a Metallic Coat. While the user has a Metallic Coat, they gain a Temporary Tick of Hit Points at the end of each of their turns. The Metallic Coat can be expended as a Reaction when the user is hit by a Physical Attack to resist that attack two steps further."
Meteor Mash_pte,EOT,4,Steel,2d10+10 ,Phys,"Melee, 1 Target, Full Action, Punch","The user gains +1 CS in Attack. Spirit Surge"
Mirror Shot_pte,EOT,5,Steel,2d6+10 ,Spec,"6, Ranged Blast 2","On a roll of 17+, all Targets lose -1 Accuracy."
Overclock,Scene x2,/,Steel,,Status,"Self, Versatile","The user becomes Suppressed. If they do, they gain +3 CS to two stats of their choice."
Plasma Beam,EOT,4,Steel,2d10+10 ,Spec,"8, 1 Target","On a roll of 18+, the Target becomes Burned or Paralyzed. Smite"
Scrap Shield,Scene x2,/,Steel,,Status,"Self, Swift Action","All Hazards within 1m of the user are destroyed, then the user gains a Scrap Coat. Whenever the user is hit by an Adjacent Enemy they may expend the Scrap Coat, then apply the effects of one of the destroyed Hazards to the Triggering Enemy. "
Shell Shelter,Scene,/,Steel,,Status,"Melee, 1 Target, Free Action","Shell Shelter must be used as a Free Action using the Intercept Maneuver on an Ally that was Adjacent to you. After the Triggering Attack Resolves, the Ally you intercepted for becomes Untargetable until you use another Action or either of you are no longer Adjacent to one another."
Shift Gear_pte,Scene,/,Steel,,Status,"Self, Movement Action","Choose two Stats and swap their CS Value. The user becomes Slowed."
Shrapnel Shot,EOT,3,Steel,2d6+10 ,Phys,"6, 1 Target","On a roll of 15+, choose an Enemy within 2m of the Target. The chosen Enemy becomes Wounded."
Slice,At-Will,3,Steel,1d8+6 ,Phys,"Melee, 1 Target","On a roll of 18+, all Targets become Wounded. This Attack may be used as a Full Action to treat the Range as if it were Close Blast 2."
Smart Strike_pte,EOT,/,Steel,2d6+8 ,Phys,"Melee, 1 Target","Sureshot."
Spin Out_pte,Scene,6,Steel,4d10+10 ,Phys,"Line 8, Dash, Reckless","After this Attack resolves, the user Slides to the further unoccupied space in the Range of this Attack. If Spin Out is used through the Dash Keyword, this has the Smite Keyword. After Damage Calculations, the user becomes Slowed."
Steel Beam_pte,Scene,6,Steel,4d10+10 ,Spec,"Close Blast 3, Full Action","After Damage Calculations, lower the Offensive Stat used for this Attack by -2 CS. Smite"
Steel Roller_pte,Scene,7,Steel,3d12+10 ,Phys,"Melee, Pass, Dash","Steel Roller may be declared at the start of the user's Turn, but must activate the Dash Keyword to do so. If you do, any spaces you move through and all spaces adjacent to them have Hazards and Cover Terrain destroyed. Smite. Spirit Surge."
Steel Wing_pte,EOT,6,Steel,2d8+10 ,Phys,"Melee, Pass ","The user may use their Defense as if it were the Offensive Stat for this Attack."
Aqua Cutter_pte,EOT,3,Water,2d6+10 ,Phys,"6, 1 Target","Aqua Cutter is a Critical Hit on a roll of 18+"
Aqua Fist,Scene x2,3,Water,2d8+10 ,Phys,"Melee, 1 Target","If the Weather is Rainy, the Target cannot apply Physical Evasion against this Attack."
Aqua Infusion,Scene x2,/,Water,,Status,"6, 1 Target, Coat, Versatile","The Target gains 2 activations of a Aqua Infusion Coat. The Target can activate Aqua Infusion once per Round to cure one of their Status Afflictions, gain two Ticks of Temporary Hit Points, or reset a Stat to its Default CS Value."
Aqua Jet_pte,At-Will,2,Water,1d8+6 ,Phys,"Melee, 1 Target, Priority","--"
Aqua Ring_pte,Scene x2,/,Water,,Status,"4, 1 Target or Self; Coat","The Target gains an Aqua Ring Coat. Combatants affected by an Aqua Ring Coat gain a Tick of Hit Points at the start of their Turn. Aqua Ring Coats may be expended as a Swift Action to cure themselves of a Physical Affliction. "
Aqua Slap,At-Will,5,Water,1d8+6 ,Phys,"Close Blast 2","On a roll of 18+, the Target becomes Blinded until the end of their next Turn."
Aqua Step_pte,EOT,3,Water,2d8+10 ,Phys,"Melee, 1 Target","The user may use a Disengage Maneuver as a Free Action  after resolving the Attack. If they do so, the user's Speed is increased by +1 CS"
Aqua Tail_pte,EOT,6,Water,2d10+10 ,Phys,"Melee, Pass or Close Blast 2","If the Weather is Rainy or this Attack has one Target, this has the Smite Keyword."
Brine_pte,EOT,4,Water,2d8+10 ,Spec,"6, 1 Target","If the Target has a Physical Affliction, they’re Vulnerable against this Attack and cannot use Reactions in response to it. "
Bubble_pte,At-Will,3,Water,1d8+6 ,Spec,"6, 1 Target","On a roll of 16+, the Target have a -2 Accuracy Penalty to their next Attack. Smite"
Bubblebeam,At-Will,5,Water,2d6+10 ,Spec,"4, 1 Target or Line 3","On a roll of 16+, the Target have a -2 Accuracy Penalty to their next Attack. Smite"
Chilling Water_pte,EOT,3,Water,2d6+10 ,Spec,"6, 1 Target","When calculating Weakness and Resistance for Chilling Water, Water Typed Targets calculate damage as if Water was weak to Water. On a roll of 18+, the Target becomes Chilled."
Clamp_pte,Scene x2,2,Water,,Static,"Melee, 1 Target","The Target becomes Slowed and it cannot be cured other than thorugh this Effect. While Slowed this way, the user is Provoked by the Target and whenever the Target moves, the user Slides into an adjacent space. If the user is in a space that isn't adjacent to the Target, the Target becomes cured of the Slowed Affliction. "
Crabhammer_pte,Scene x2,3,Water,3d10+10 ,Phys,"Melee, 1 Target, Recoil 1/3, Reckless","If the Target is smaller than the user, this has the Sureshot Keyword."
Fishious Rend_pte,Scene x2,3,Water,2d10+10 ,Phys,"Melee, 1 Target, Bite","Unstoppable"
Fin Swipe,EOT,5,Water,2d6+8 ,Phys,"Melee, Pass, Dash","If the Dash or Pass Keyword are Activated, this Attack ignores Speed Evasion."
Flip Turn_pte,At-Will,2,Water,2d6+10 ,Phys,"Melee, 1 Target, Dash","After Damage Calculations, the user may Disengage as a Free Action or they may perform a Full Switch as a Free Action."
Geyser Surge,Scene x2,4,Water,3d8+10 ,Phys,"2, 1 Target","Geyser Surge Burns on a roll of 15+. This has the Sureshot Keyword against any Targets with the Flier Capability."
Hydro Cannon_pte,Scene,7,Water,4d10+20 ,Spec,"Line 9, Full Action ","All Hazards or Cover Terrain in the Range of this Attack are destroyed. Slide 6 (Away). Smite. Spirit Surge."
Hydro Cleanse,Scene x2,/,Water,,Status,"6, 1 Target, Healing, Versatile","The Target gains Three Ticks of Hit Points and is cured of one Physical Affliction. If the Weather is Rainy, the cured Affliction may also be Mental.  "
Hydro Pump_pte,Scene x2,6,Water,3d10+10 ,Spec,"Line 6, Full Action","Any Hazards or Cover Terrain in the range of Hydro Pump are destroyed. Slide 4 (Away). Smite. Spirit Surge"
Jet Punch_pte,EOT,2,Water,2d6+10 ,Phys,"Melee, 1 Target, Dash, Priority  ","If the Target Attacked an Ally with a Damaging Attack since your last Turn, they cannot apply Physical Evasion against this Attack"
Life Dew_pte,Scene x2,/,Water,,Status,"Burst 1, Healing, Versatile","The user and all allies within this Range restore Hit Points equal to your Tick Value multiplied by 3."
Liquidation_pte,EOT,3,Water,2d10+10 ,Phys,"Melee, 1 Target","If the Weather is Rainy, the Target cannot activate any Blessings or Reactions against this Attack."
Muddy Water_pte,EOT,6,Water,2d10+10 ,Spec,"Close Blast 2","All Hazards in the Range of this Attack are destroyed. On a roll of 16+, all Targets lose -1 Accuracy. Spirit Surge."
Octazooka_pte,EOT,3,Water,2d6+10 ,Spec,"6, 1 Target","On a roll of 17+, the Target gains an Ink Coat. Enemies with an Ink Coat have a penalty to Accuracy equal to your Tier Level. Ink Coats may be removed as a Swift+Movement Action."
Rain Dance_pte,Scene x2,/,Water,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Rain Dance may activate it as a Free Action when using a Water Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Rain Dance may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Rainy."
Razor Shell_pte,EOT,3,Water,2d8+10 ,Phys,"Melee, 1 Target, Dash","On a roll of 18+, the Target becomes Wounded. If the Dash Keyword is Activated, this Effect Range is increased by +2."
Riptide,Scene,4,Water,3d10+10 ,Phys,"3, 1 Target","On a 15+ or if the Weather is Rainy, the Target becomes Slowed. Smite"
Scald_pte,EOT,4,Water,2d8+10 ,Spec,"5, 1 Target","On a roll of 15+, the Target becomes Burned. If applicable, the user and Target are cured of the Chilled Affliction."
Slipstream,EOT,2,Water,2d6+10 ,Phys,"Melee, 1 Target, Priority  ","If the Weather is Rainy, Slipstream can be declared at the start of the user’s turn. If done this way the user does not provoke Attacks of Opportunity this round when moving to use Slipstream. "
Snipe Shot_pte,EOT,4,Water,2d8+10 ,Spec,"10, 1 Target","Snipe Shot is a Critical Hit on a roll of 18+. If the Target is at least 6m away from you and you expend a Movement Action, this gains the Sureshot Keyword."
Soak_pte,Scene x2,/,Water,,Status,"Close Blast 3, Coat, Versatile","All Targets gain a Saturated Coat. While Saturated, all Electric and Ice Attacks are one step more effective against them and all attacks gain a +2 to Effect Ranges for Paralyzing or Chilling the Saturated Combatant. The Coat is removed when they become Chilled, become Paralyzed or are hit by an Electric or Ice Type Damaging Attack. Sureshot."
Sparkling Aria_pte,EOT,6,Water,2d8+10 ,Spec,"Burst 1, Sonic","Allies within the Range of this Attack do not take damage and may become cured of Burned or a Mental Affliction."
Spiral Drain,EOT,4,Water,2d6+8 ,Spec,"6, 1 Target","Drain."
Steam Blast,EOT,6,Water,2d8+10 ,Phys,"Close Blast 2","Steam Blast cannot Miss against Targets that are Burned"
Steam Cloud,EOT,/,Water,,Status,"5, Ranged Blast 3, Hazard, Versatile","Steam Cloud creates Smoke Hazards within the Range of this Attack. Smoke Hazards created this way also Burn Combatants that begin or end their Turns on them. The Burned Affliction cannot be cured by Combatants standing in Smoke Hazards created this way.

Smoke Hazard - Smoke Hazards break line of sight. Combatants on a Smoke Hazards are treated as Untargetable by all other Combatants that aren't in a contiguous Smoke Hazard. Combatants on a Smoke Hazard treat all Combatants that aren't in a contigous Smoke Hazard as if they were Untargetable. These Effects are ignored by Combatants with Tremorsense or Blindsense. You can still be Untargetable this way even if you were last Round."
